    1.663004     1.322097     2.011156     0.946505     1.975863     3.117563     2.141048     4.108005     1.759658     3.659528     0.116890     1.414135
    2.326114     2.196916     1.921177     2.893861     2.168397     2.302179     2.446601     3.185671     2.056581     3.170682     1.133903     0.572190
    1.835973     1.422812     2.021212     2.444520     3.722033     3.863716     4.080373     4.320444     4.776920     3.996349     2.801781     2.249869
    1.304822     0.721791     1.728505     0.927246     0.138293     2.402474     2.223306     3.412752     2.729841     2.178961     0.206891     0.350199
    1.228467     1.911067     1.423131     1.561215     1.614715     2.255634     2.093612     1.905333     1.036039     1.354548     0.067302     2.046186
    1.414460     1.045224     1.093486    -0.677627     1.020456     0.011904     0.122323     2.063779     0.564384     0.449262    -0.620971     1.443621
   -0.406687     1.092399     0.818035    -0.911332    -0.289385    -0.124576     0.719960     0.320668     0.826701    -0.075123    -1.684779     0.641563
    3.953930     2.177512     2.665537     3.191640     2.272151     4.586339     4.238368     4.421992     5.017619     3.683428    -0.630883     3.153087
   -0.307698     0.294713     0.717560     0.101945     0.200646     1.610607     0.104718     0.172604     1.152210     0.495327    -0.627329    -0.241519
    1.305895     1.261354     0.539066     1.717358    -0.007321     1.294218     0.774849     1.451204     0.423149     2.016003     0.314398     0.952257
    1.874762     2.822934     2.217053     2.313112     1.136316     4.401083     3.335265     3.374774     4.018097     3.566155     1.847451     1.679534
    4.154733     3.260739     3.436222     2.095002     3.622751     3.480976     3.404780     2.325708     4.018278     3.052237     2.874603     2.283209
    2.355246     3.159836     4.018141     3.757014     3.867546     2.557726     3.021151     3.513582     3.652117     3.302606     0.660370     3.678703
    1.499904     2.811234     3.039800     3.013500     1.485104     4.678733     3.173625     3.561053     3.088490     5.383129     1.159797     3.037725
    1.619702     1.917176     1.889041     3.889718     2.204207     4.347906     3.520327     3.598258     3.481919     4.828843     1.177671     1.856534
    2.557056     1.762102     0.615357    -0.531703     2.662083     2.974914     3.056463     4.167057     2.633812     3.333993     2.430022     0.563466
    1.519250     2.637369     1.585220     1.219822     1.281524     2.078952     3.003337     2.175977     1.569723     1.082089     0.137752    -0.298843
    1.354123     0.792768     1.535174     1.508448     1.013662     0.107066     1.180754     1.733810     1.088338     1.144240    -0.500846     0.352013
    2.526460     3.281293     2.966849     3.801389     4.678353     4.092380     4.738876     4.721397     4.247181     4.633394     2.698619     1.277552
    1.583465     2.624381     2.191862     1.416311     1.706469     2.168972     1.846566     2.214230     3.227543     2.694168     1.162996     0.320691
    2.001274     0.933798     2.266692     1.769315     2.225361     2.842979     3.398657     2.536045     3.812804     4.684675     0.863702     0.674316
   -0.306733     2.588321     0.630581     1.657503     0.149350     4.567361     3.770590     0.564636     3.421397     4.292088    -1.064193     0.279673
    1.209396     0.285957     1.886286     1.019392     0.443262     2.290960     0.645619     1.577025     1.135421     2.334656    -0.786885     1.624227
    2.106282     3.898754     2.753307     2.411180     3.297441     3.833361     2.326170     3.117752     2.483194     1.830016     0.102365     2.494197
    3.427356     2.917705     3.830045     3.087385     3.223237     2.385341     3.786247     3.072430     2.913278     2.918926    -0.377061     3.628314
    2.508592     3.646272     3.585305     1.856927     3.470737     4.493981     3.057799     3.661113     4.396833     4.815428     1.455636     2.521133
    2.077605     1.622509     1.221038     2.871411     1.790508     2.201702     1.875424     2.070293     1.569761     3.266741     0.239955     0.390794
    0.320384     1.302927     3.170910     2.803186     1.410493     1.561144     3.239841     1.937439     1.624414     2.527448     0.582682    -0.873644
    3.852803     3.234926     2.357999     2.842529     3.340034     3.493928     3.069721     3.417215     3.544894     3.037456     2.949705     0.815634
    2.125319     2.832241     3.068306     2.511901     3.030740     1.541298     2.861241     1.172041     1.550641     2.116775     0.641747     1.177244
    4.507724     3.395573     3.289422     3.903269     3.670544     3.870751     3.919357     2.932952     2.294555     2.136217     2.063354     3.225592
    1.634484     0.638340     1.702836     1.503933     1.541747     5.000165     2.761024     3.030770     3.483754     2.568851    -0.096721    -0.019433
    3.449981     2.154739     2.629499     3.528042     2.393903     2.401349     3.747341     1.838182     3.216327     3.543475     2.788730     0.631243
    1.701866     1.258728     1.386739     1.269980     1.779626     3.685960     4.438405     3.703236     4.099011     3.113872     1.292219     0.792879
   -0.175033     0.743635     0.758348     0.880724     1.714105     1.648601     1.416108     0.634030     0.406823     1.461263    -1.455774    -0.032755
    2.078568     2.723938     3.120747     2.484877     2.389299     4.280289     4.453279     4.462787     2.277349     5.018846     2.922467     0.414347
    2.067873     2.763706     2.005206     1.808273     3.067461     1.224084     2.184651     2.819129     1.363219     2.420603    -0.868000     3.086000
    1.080806     2.423591     1.646961    -0.561281     1.261725     2.220938     4.056960     2.182932     2.096455     2.119298     1.170390     1.422260
    1.122488     0.867370     1.373055     1.008837     2.894886     2.218182     2.182535     1.127985     2.749784     1.376348    -0.431888     1.598952
    0.688013    -1.148811    -0.711757     1.008180     0.817468    -1.246403    -1.519954     0.451283     0.632097    -0.463526    -0.066135    -0.660702
    1.307940     2.792825     2.253619     1.093598     3.116302     1.760528     2.856198     3.111395     2.385234     2.123175     1.253204     0.888546
    2.836103     2.185586     3.280971     2.980720     2.074122     2.307565     3.762624     1.795702     2.277719     3.230863     1.483135     1.941873
    2.369552     3.201111     2.627553     1.708124     2.746587     2.766925     2.132951     1.778754     2.823246     0.927886     1.627351     0.927593
    2.359582     1.145390     1.175133     1.297891     1.464527     0.730892     0.939534     0.804416    -1.485170    -0.321998    -0.749279     2.349020
    1.062416     1.591524     1.474226     1.713675     1.415653     2.663811     3.159198     3.697895     2.646520     3.444746    -0.175354     1.960833
    0.575080    -0.837635    -0.772420     0.876805     1.618236     3.055732     2.063683     1.760063     2.397213     3.031499     0.941966     1.244675
    2.066890     2.232803     2.471618     2.524059     2.512789     4.492687     2.880937     2.730526     3.200917     1.986258     1.287257     1.129936
    3.304561     2.077043     1.296369     1.718336     2.676793     3.001272     3.760097     3.181953     3.837051     3.568292     2.248300     2.394665
