    0.000000    -0.567205   999.000000   999.000000    -1.367612    -3.450061     2.390625     0.369423     0.569713     1.840277     1.886903    -0.547830    -0.108472     1.118025     1.383101     1.497752     0.642068     1.614490    -0.789654    -0.324017     0.909786     0.092867    -0.760867    -0.813384    -0.227459     0.194822    -0.798527    -1.638043    -0.311791    -2.170514    -0.411377    -0.631615    -0.832249     0.659012    -0.558788     1.680715    -0.035300     1.491893    -1.095013    -0.987154     0.939834     0.160026     2.815955    -1.966773     0.273483     1.334480    -0.646794     0.421170    -1.048099    -0.441761    -0.265207     1.670470    -0.647520     1.132442     0.691526     0.001154    -0.639014    -1.179776     0.061016    -0.660100    -0.124480
    1.000000   999.000000     2.249765   999.000000     0.313948   999.000000     0.725706    -0.769831    -0.195963    -0.678776     0.229133     0.005205    -1.627690    -0.549577    -0.800556    -0.170731     0.002529     2.384051    -0.748374    -1.728917     0.171014     0.251263    -0.618540     0.227502    -1.536057    -0.314298    -1.165120    -0.215728     2.001039     0.093293     0.479260     0.013376     1.288308    -0.604605     1.361143     1.178340    -1.727122     0.045343     0.948718     0.086879    -0.609607    -0.775103    -0.982294     0.832758     0.003593    -0.120509     1.592988     0.534449     0.866506     2.380923    -2.304081     1.104796     1.430499    -0.692320     0.329635     0.603662    -0.631537     0.521136     0.164917    -0.316567     0.676204
  999.000000    -2.051324    -1.393772     0.676589    -0.679007   999.000000    -0.050454    -0.113815     1.557832    -0.218937    -0.135423     0.670706    -0.964958     2.034624     0.152641    -1.611593     1.051409    -0.518462    -1.071253    -0.402287     0.938296     0.879467     0.890619    -1.281570    -1.667594     0.657354    -0.338100     0.430776    -0.281077     0.676387     0.813981    -0.189718     1.121324    -2.798568     1.127037     0.506850    -1.204742     0.915665    -1.182616     1.747475     0.480963     0.304618    -0.681280     0.513196    -0.092245     1.241018    -1.305618    -0.600772     0.634435     1.410780     0.069853     0.906345    -0.390992    -0.255317    -0.192402    -1.980075    -2.338143    -1.248239     2.524986    -1.553769    -0.076518
    1.000000    -1.104260   999.000000     0.285887   999.000000     0.867830    -0.682550    -1.684174    -0.640817     0.191823     0.020574     1.082327    -0.659480    -0.440224     1.742554     1.616012    -0.520763    -0.741548    -1.381609    -0.245181     0.767034     0.953528    -0.219912     1.731966     0.183248    -1.301008    -0.086045     0.318486    -0.549370    -0.026437     1.096098     0.261171    -0.339171    -0.305768     0.221677     0.568570     0.955693     0.337871     0.731887    -0.528068     0.268108     0.042482     1.198587     0.600931     1.817448     0.222348     0.475321     0.261059     0.803575    -0.120874    -1.293566     1.436150    -0.505703    -0.141509     3.057470    -0.601207    -0.631757    -0.459942     0.633750     1.088068     0.113916
  999.000000   999.000000     0.230679    -2.067673    -2.180981    -1.074214    -0.736363    -1.273245    -0.012897    -0.511570    -0.492167    -2.480959    -0.851612     1.309477    -0.898771    -0.486876     0.437849     1.079749     1.320976    -0.328294    -0.502614     1.234631    -0.168311     1.490341     0.838813     1.300946    -1.268596     0.540446     0.109886     0.366132     1.083928     0.805209    -0.467853    -1.107398     0.590929    -0.619630     1.572188    -1.891390     2.336477     1.040424    -0.887450     0.487754    -0.750732    -0.276015     2.178638    -0.020662     0.703115    -0.537641    -1.654380    -0.277392     0.085112    -0.758738     0.479935     1.086637     1.148924     0.823579    -1.265615    -0.524331    -0.658213     1.120676    -0.675598
  999.000000     0.975225   999.000000     1.120070   999.000000   999.000000    -1.421241     0.025463    -1.623503     0.550518     1.235701    -1.321248     0.779069     0.817680    -1.704768     1.058409    -0.150202    -0.051904    -1.519160     0.825795    -0.357514    -1.063719     0.185027     0.553787    -1.915834    -1.970858     1.253502     1.627869     0.022385    -0.689359    -0.800097     1.302970    -1.488994    -0.005491    -0.255081     0.901291    -1.008454    -1.078372    -0.247316    -1.705776    -0.871499     1.487241     0.197887    -2.076477     0.548942     0.044954    -0.204798     1.412333    -0.302102     0.208843    -1.503835    -1.064274    -0.769741    -1.656579     0.523705     0.288048     0.423870     0.801452    -0.684836     0.341077     0.603149
  999.000000    -0.336191   999.000000     0.616909    -0.779165   999.000000     1.018529    -0.811015    -1.330976    -0.402319     0.984110    -0.239729    -1.548538    -0.396438    -0.857392    -0.744707     0.776839    -0.184694    -0.650414     1.602637     1.794142     0.628404    -0.785556    -0.821179    -1.155183    -0.315156     0.824091     1.593157     2.044719     2.605693    -0.197014     1.705024    -1.348906    -1.067198    -1.800460    -1.797239     0.947152    -1.270599     0.814993    -1.519658     0.378869     0.678125     1.219788    -0.396022     0.145202    -1.200424    -0.905841    -0.705956     0.635186     1.342181     0.452261    -1.302725     0.339122    -0.492730    -1.385735     1.531213    -0.426415     1.401389    -0.634354     0.406683    -0.216152
    1.000000     2.107835     0.166457     1.139372     1.247856   999.000000     1.973640    -0.259109    -1.468981    -1.245712    -0.198862     1.789495     0.582760    -0.591626    -0.337356     0.227616    -0.616087     1.411073     0.478422    -0.702999     1.103994    -1.366831    -0.720342     1.949303    -0.651517    -0.501614    -0.488608     0.891574     0.060854    -0.308770    -0.800970    -0.967028    -0.908477     0.496214    -0.400846    -0.378194     0.275820    -0.385128     1.212257     0.298729    -0.900141    -0.287580     0.725758    -1.256157    -0.872271     1.524387    -0.480264     0.082187     0.753011     0.604191     1.281462    -0.003120     1.685331    -0.589652    -1.354075    -0.036694    -0.971486     1.418114    -0.037360    -0.139264     0.287802
    1.000000     1.346461     0.432940     0.314052     0.060745    -1.570076    -0.076370    -0.335452    -1.391017     0.022694    -0.713150    -0.501977     1.515810    -0.123633     0.719129     1.460167    -0.058044     0.093399    -0.148530    -0.090529     1.246622     0.431275     0.568554    -0.674964     0.073155    -0.507461     0.275553    -0.047841    -1.758438    -0.170281     0.695362    -3.542317     1.333331     0.044081     0.193222     0.907854     0.883774     1.318087     1.149143    -1.044555    -0.761380    -0.550737     0.785288    -1.256056     1.197866    -0.459229    -1.471741    -0.294459    -0.664150     0.958134    -0.249547     1.775256    -0.796600    -0.911794    -0.389336    -0.559222    -0.611261    -0.981324     0.729730    -0.005566     0.111567
  999.000000     0.367010     0.402275    -0.084140    -2.083039    -1.406452     0.954762     0.234254     0.798050    -1.340120     0.235975     0.058141    -0.355928     1.050145    -1.115742    -0.866691     0.993113     0.336390    -0.138396     0.076137     0.109370    -1.656092    -0.145271    -0.256934    -0.287157    -0.383511     0.133101    -0.568806    -0.136972    -1.073523     0.156153    -0.251406     0.854468     0.772576     0.370689     1.035797     0.477870    -0.820522     1.224092    -0.449146     0.545716    -1.206928     1.439988     3.032503    -0.702414    -1.149904     0.070349     1.814259     0.441517    -0.551225     0.528675    -0.381773     0.634420     0.863468     0.108305     0.742222    -0.917989    -0.964347     1.177781    -0.167226     0.600760
